Officer Disciplined?,Years of SPD Service,Subject Race,Subject Gender,Subject Age,Fatal,Disposition
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,16,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
No,< 1,White,Male,24,Yes,Within Policy
No,2,White,Male,24,Yes,Within Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
No,19,White,Male,66,No,Within Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
No,19,White,Male,66,No,Within Policy
No,19,White,Male,66,No,Within Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
No,19,White,Male,66,No,Within Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
No,19,White,Male,66,No,Within Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
No,19,White,Male,66,No,Within Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
No,19,White,Male,66,No,Within Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
Yes,3,White,Male,21,No,Out of Policy
Yes,3,White,Female,46,No,Out of Policy
Yes,10,White,Female,116,No,Out of Policy
Yes,10,White,Male,21,No,Out of Policy
Yes,10,White,Female,46,No,Out of Policy
Yes,3,White,Female,116,No,Out of Policy
